name,price,link_picture,Produkttyp,Vorgeschlagenes Geschlecht,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sound-Effekte,Produktfarbe,Material,Ursprungsland,EU TSD Warnung,EU TSD Sprache,Sicherheitswarnung,Batterien erforderlich,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,Verpackungsart,Menge pro Packung,Anzahl der Versandkartons pro Vorlagenkarton,Montage erforderlich,Anzahl der Pakete,ASIN,Montagezeit,Freigabedatum (TT/MM/JJ),Figur enthalten,Nachhaltigkeitszertifikate,Menge pro Versandkarton,Länge des Versandkartons,Breite des Versandkartons,Höhe des Versandkartons,Gewicht Versandkarton,Nettogewicht Hauptkarton,Versandkarton pro Palettenlage,Anzahl Produkte pro Versandkarton,Hauptkarton GTIN (EAN/UPC),Lagenanzahl pro Palette,Produkte pro Palettenlage,Fernbedienung erforderlich,Warnung vor Erstickungsgefahr,Fernbedienung enthalten,Akkus/Batterien enthalten,null
LEGO Ninjago - Die Gärten von Ninjago City (71741),389,https://www.fcw.ch/api/ProcessRequest/103059/BN/268x166-lego-ninjago-die-gaerten-von-ninjago-city-71741.jpg?sourceId=861256&source=Product, Bausatz , Junge/Mädchen , 14 Jahr(e) , 99 Jahr(e) , 5686 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 582 mm , 480 mm , 170 mm ," 5,88 kg ", Box ,,, ,, B08W5BV3HT ,, 01/05/2021 , , Forest Stewardship Council (FSC) Mix ,, 627 mm , 494 mm , 182 mm ," 6,5 kg "," 5,7 kg ", 9 Stück(e) , 1 Stück(e) , 5702016990683 , 1 Stück(e) , 9 Stück(e) , , Kleinteile , , ,
LEGO Classic - Kreativ-Bauset mit durchsichtigen Steinen (11013),42.95,https://www.fcw.ch/api/ProcessRequest/97421/BN/268x166-lego-classic-kreativ-bauset-mit-durchsichtigen-steinen-11013.jpg?sourceId=861175&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 500 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 222 mm , 262 mm , 95 mm , 589 g , Box ,,, ,, B08G4KZPG4 ,,, , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 395 mm , 238 mm , 280 mm ," 2,7 kg "," 2,36 kg ", 10 Stück(e) , 4 Stück(e) , 5702016942828 , 4 Stück(e) , 40 Stück(e) ,, Kleinteile ,, ,"
                        "
LEGO Disney - Elsas Eispalast (10899),54.95,https://www.fcw.ch/api/ProcessRequest/53895/BN/268x166-lego-disney-elsas-eispalast-10899.jpg?sourceId=844817&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 59 Stück(e) , , Mehrfarbig ,,,,,, , 378 mm , 94 mm , 354 mm , 870 g , Box ,,,,,,, 01/08/2019 , , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 394 mm , 299 mm , 373 mm ," 3,1 kg "," 2,61 kg ", 8 Stück(e) , 3 Stück(e) , 5702016481976 , 3 Stück(e) , 24 Stück(e) ,,,, ,
LEGO Marvel - Rocket Mech (76243),18.95,https://www.fcw.ch/api/ProcessRequest/169587/BN/268x166-lego-marvel-rocket-mech-76243.jpg?sourceId=880365&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 98 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 141 mm , 46 mm , 120 g , Box ,,, ,, B0BBRZHB6Z ,,,,,,,,,,,,,,,,,,, ,
LEGO Super Mario - Knochen-Bowsers Festungsschlacht – Erweiterungsset (71423),119,https://www.fcw.ch/api/ProcessRequest/190883/BN/268x166-lego-super-mario-knochen-bowsers-festungsschlacht-erweiterungsset-71423.jpg?sourceId=886612&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 1321 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm , 94 mm ," 1,48 kg ", Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BV7CDLFD , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Friends - Eiswagen (41715),24.95,https://www.fcw.ch/api/ProcessRequest/139392/BN/268x166-lego-friends-eiswagen-41715.jpg?sourceId=874199&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 84 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 307 g , Box ,,, ,, B09QFK6RHZ ,,,,,,,,,,,,,,,,,,,,
LEGO Disney - Annas und Olafs Spielspass im Schloss (43204),46.95,https://www.fcw.ch/api/ProcessRequest/139359/BN/268x166-lego-disney-annas-und-olafs-spielspass-im-schloss-43204.jpg?sourceId=874190&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 108 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 361 g , Box ,,, ,, B09QFLR5PC ,,,,,,,,,,,,,,,,,,,,
LEGO Friends - Andreas Theaterschule (41714),119,https://www.fcw.ch/api/ProcessRequest/139006/BN/268x166-lego-friends-andreas-theaterschule-41714.jpg?sourceId=874198&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 1154 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 87 mm ," 1,98 kg ", Box ,,, ,, B09QFRJT28 ,,,,,,,,,,,,,,,,,,,,
LEGO Disney - Das Haus der Madrigals (43202),59.95,https://www.fcw.ch/api/ProcessRequest/141982/BN/268x166-lego-disney-das-haus-der-madrigals-43202.jpg?sourceId=864558&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 587 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 875 g , Box ,,, ,, B08XDYPDTQ ,,,,,,,,,,,,,,,, ,, , ,
LEGO Icons - Boutique-Hotel (10297),269,https://www.fcw.ch/api/ProcessRequest/130383/BN/268x166-lego-icons-boutique-hotel-10297.jpg?sourceId=873001&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 3066 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 480 mm , 582 mm , 124 mm ," 3,47 kg ", Box ,,, ,,,,,,,,,,,,,,,,,,,,, ,
LEGO Classic - Bausteine und Funktionen (11019),42.95,https://www.fcw.ch/api/ProcessRequest/125371/BN/268x166-lego-classic-bausteine-und-funktionen-11019.jpg?sourceId=870419&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 500 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 222 mm , 262 mm , 95 mm , 648 g , Box ,,, ,, B09BNVKVSL ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO City - Stuntflugzeug (60323),11.95,https://www.fcw.ch/api/ProcessRequest/151049/BN/268x166-lego-city-stuntflugzeug-60323.jpg?sourceId=870340&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 59 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 157 mm , 61 mm , 125 g , Box ,,, ,, B09BNVVWF5 ,,,,,,,,,,,,,,,,,,, ,
